,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PLA2G12B,21613.34397,0.102717351,0.112498445,0.913055735,0.361213229,0.814243749
PLA2G15,615.7894062,0.058958236,0.039606141,1.488613469,0.136589183,0.484516426
PLA2G1B,225.6289934,0.262913009,0.680329642,0.386449439,NA,NA
PLA2G2A,1022.18032,0.056985396,0.0967022,0.589287481,0.555668441,0.981509644
PLA2G2C,246.5242078,0.224145688,0.061596623,3.638928164,0.000273775,0.007607815
PLA2G2D,260.9680298,-0.148505479,0.08424876,-1.762702244,0.077950722,0.348242983
PLA2G2E,50.2377471,0.374879541,0.172908688,2.168078106,0.030152744,0.194551428
PLA2G2F,4137.299241,0.001121603,0.032640662,0.034362131,0.972588381,0.999996842
PLA2G3,1400.531182,-0.038287955,0.044654719,-0.857422377,0.391211497,0.842476135
PLA2G4A,1841.519406,-0.169301552,0.035547998,-4.762618434,1.91E-06,0.000187651
PLA2G4B,0.415309436,-0.162544423,0.195445241,-0.831662219,0.405599632,0.856941371
PLA2G4C,428.7753125,0.004858712,0.043276584,0.112271158,0.91060841,0.999996842
PLA2G4C.AS1,0.436486267,-0.276868547,0.197245571,-1.40367434,0.160415847,0.530183883
PLA2G4D,2442.880176,0.252796074,0.579106547,0.436527744,NA,NA
PLA2G4E,26.25946183,0.319522373,0.111835338,2.85707881,0.004275597,0.052833619
PLA2G4F,53.4011496,0.033212815,0.449899637,0.07382272,NA,NA
PLA2G5,203.8597367,0.180540215,0.049126593,3.674999678,0.00023785,0.006888774
PLA2G6,193.8147548,0.030128707,0.051997514,0.579425912,0.562301824,0.986645945
PLA2G7,323.4803382,0.294764215,0.396367572,0.7436638,NA,NA
PLA2R1,22285.54684,0.010416972,0.016575178,0.628468192,0.529697277,0.961997221
PLAA,5238.619243,0.067363127,0.026571152,2.535197809,0.011238385,0.100273468
PLAAT1,1742.467206,0.080673449,0.035895531,2.247451081,0.024611214,0.170795837
PLAAT2,12688.27535,-0.072958769,0.035398405,-2.061075019,0.039295884,0.230874874
PLAAT3,5.42558215,0.297723128,0.281621588,1.057174382,0.290432009,0.729770185
PLAAT4,398.5928831,0.026978895,0.03283138,0.821741111,0.411224256,0.8621036
PLAAT5,2342.11421,0.011146846,0.025524536,0.436711021,0.662320936,0.999996842
PLAC1,124.8424172,-0.025814588,0.039243292,-0.657808931,0.510660915,0.945987063
PLAC4,45.35357171,0.029113554,0.065064461,0.44745708,0.654545071,0.999996842
PLAC8,79.03830673,-0.086514223,0.304159995,-0.284436561,NA,NA
PLAC8L1,349.2276314,-0.0648479,0.058467393,-1.109129328,0.267374394,0.699522397
PLAC9,529.2818132,-0.026728967,0.05574258,-0.479507164,0.631577873,0.999996842
PLAC9P1,1.171642462,0.081619765,0.121892442,0.6696048,0.503109754,0.939966371
PLAG1,2550.777807,0.071229084,0.080347496,0.88651281,0.375341254,0.828095902
PLAGL1,4054.952486,-0.022687445,0.030679392,-0.739501115,0.459602763,0.905612372
PLAGL2,5.720755556,0.059978542,0.085952511,0.69781024,0.485295874,0.925782984
PLAT,2725.06727,-0.014933684,0.034196707,-0.436699471,0.662329313,0.999996842
PLAU,303.7920927,0.012336788,0.139487287,0.088443815,0.929523939,0.999996842
PLAUR,2785.69441,0.112113256,0.062130158,1.804490112,0.071154508,0.329521078
PLB1,568.6398916,0.1874516,0.090918922,2.061744649,0.039232053,0.230616129
PLBD1,753.9017685,-0.050970595,0.06355279,-0.802019786,0.422541513,0.871303381
PLBD1.AS1,2.861784278,0.167870406,0.198489494,0.845739502,0.397698081,0.849028443
PLBD2,1358.534502,-0.078893411,0.026144813,-3.017554961,0.002548228,0.037059617
PLCB1,504.1957392,-0.07183707,0.050237107,-1.429960308,0.152728411,0.515541092
PLCB1.IT1,0.195132947,0.192365698,0.486112028,0.395722974,0.692309405,0.999996842
PLCB2,672.3952065,-0.039917874,0.074600955,-0.535085298,0.592590876,0.999996842
PLCB2.AS1,0.031765493,0.04570837,1.875732916,0.024368272,0.980558856,0.999996842
PLCB3,779.5077106,0.10667364,0.037277473,2.861611328,0.004214934,0.052305885
PLCB4,146.9818783,0.080921826,0.048559311,1.666453347,0.095623153,0.394523095
PLCD1,43.67648297,0.394230834,1.185556253,0.332528156,NA,NA
PLCD3,315.1562294,0.059651453,0.052346857,1.139542224,0.254477068,0.679892325
PLCD4,3197.986943,0.019846645,0.030215016,0.656847074,0.511279252,0.946300646
PLCE1,2567.827372,0.114853752,0.069786389,1.645790153,0.09980697,0.405515117
PLCE1.AS2,0.226583393,-0.031423146,0.368596222,-0.085250863,0.932061955,0.999996842
PLCE1P1,7.723073784,-0.101138381,0.107723558,-0.938869659,0.347797669,0.798837773
PLCG1,4101.126688,-0.014583529,0.026329902,-0.553877073,0.579662977,0.997344634
PLCG1.AS1,0.15344692,0.113772476,0.310538083,0.366372056,0.714087468,0.999996842
PLCG2,270.599353,0.024666717,0.03965654,0.622008817,0.53393607,0.965047222
PLCH1,2974.222342,0.080266615,0.037177247,2.159025274,0.030848206,0.197505858
PLCH1.AS1,0.071579416,-0.167779048,0.986183447,-0.170129654,0.864908173,0.999996842
PLCH1.AS2,98.82701145,-0.006364591,0.060361292,-0.105441592,0.916025414,0.999996842
PLCH2,10.41909277,0.380889214,0.091351616,4.16948523,3.05E-05,0.00143252
PLCL1,32586.02421,0.046570056,0.055764134,0.835125603,0.403646992,0.85489727
PLCL2,418.8978821,-0.094981399,0.068340694,-1.389821986,0.16458294,0.537608897
PLCL2.AS1,0.062531653,0.034282229,0.901020398,0.038048228,0.96964923,0.999996842
PLCXD1,6655.080581,-0.070473911,0.055654589,-1.266273156,0.205415304,0.607065176
PLCXD2,1.458627821,0.082843121,0.156322734,0.529949285,0.596147094,0.999996842
PLCXD2.AS1,0.329697767,0.104000587,0.332170337,0.313094144,0.754209138,0.999996842
PLCXD3,11101.76572,-0.035318689,0.028308759,-1.247624088,0.212168753,0.618289035
PLCZ1,1909.068373,0.044382834,0.044535622,0.996569304,0.318973612,0.765186322
PLD1,979.5002621,-0.063869657,0.051523684,-1.239617433,0.215116929,0.622830679
PLD2,404.6203442,0.315229861,0.061068492,5.161906729,2.44E-07,3.86E-05
PLD3,7477.333964,-0.07645106,0.026684125,-2.86503906,0.004169578,0.051957159
PLD4,375.4611627,-0.108553331,0.119794777,-0.906160801,0.364850747,0.817435905
PLD5,124.1819466,-0.075750648,0.075122258,-1.008364899,0.313279317,0.759234635
PLD6,2067.33438,-0.070872389,0.030486165,-2.324739422,0.020085898,0.148731799
PLEC,469.6369528,-0.036813739,0.054600146,-0.674242504,0.500157151,0.938109973
PLEK,1535.818238,-0.03043458,0.021807105,-1.395626804,0.162826906,0.534419585
PLEK2,214.3917046,0.106446537,0.400601803,0.26571657,NA,NA
PLEKHA1,1721.293156,0.023379856,0.033241048,0.703342931,0.481842062,0.923275313
PLEKHA2,501.5237792,0.08812568,0.059157878,1.489669395,0.136311186,0.484013545
PLEKHA3,3339.216736,0.054141235,0.028187971,1.920721276,0.054766856,0.280642003
PLEKHA3P1,5.338040795,0.245840962,0.106428052,2.309926345,0.020892232,0.152665271
PLEKHA4,1324.961633,-0.025654558,0.026026638,-0.9857039,0.324278435,0.77064973
PLEKHA5,1984.841385,-0.024339647,0.037641929,-0.64660997,0.517884404,0.951991532
PLEKHA6,3932.860566,0.127935417,0.036820744,3.474547276,0.000511716,0.011918168
PLEKHA7,27.95986212,0.130523319,0.078101345,1.671204488,0.094681294,0.39230398
PLEKHA8,1013.160774,0.013621757,0.035361271,0.385216839,0.700076768,0.999996842
PLEKHA8P1,1832.173774,0.012252256,0.027699998,0.442319756,0.658257837,0.999996842
PLEKHB1,1705.981713,0.170961879,0.082963389,2.06069064,0.039332563,0.231012726
PLEKHB2,2020.536601,-0.008659919,0.021667014,-0.399682146,0.689390644,0.999996842
PLEKHD1,0.226049025,-0.002908431,0.3626156,-0.0080207,0.993600476,0.999996842
PLEKHF1,1021.205021,-0.132010709,0.076389815,-1.728119235,0.08396685,0.363803279
PLEKHF2,1073.173703,0.020318528,0.032668349,0.62196372,0.533965724,0.965047222
PLEKHG1,3911.407171,-0.003839269,0.036078046,-0.106415661,0.915252568,0.999996842
PLEKHG2,2695.081232,-0.005969377,0.026750704,-0.223148416,0.823419998,0.999996842
PLEKHG3,2032.52129,-0.211366057,0.068178008,-3.100208769,0.001933843,0.030880543
PLEKHG4B,458.4819426,0.161563938,0.09830201,1.643546638,0.100269884,0.406489484
PLEKHG5,1.695236104,0.045452686,0.087833857,0.517484805,0.604817774,0.999996842
PLEKHG6,1641.858591,0.011590374,0.055336049,0.209454314,0.834093596,0.999996842
PLEKHG7,2.526108357,0.229393947,0.118765314,1.931489407,0.053422558,0.27679647
PLEKHH1,2420.023703,-0.138415255,0.052392692,-2.641880955,0.008244703,0.081764064
PLEKHH2,862.8382184,0.042409963,0.034970896,1.212721658,0.225236256,0.639627055
PLEKHH3,2009.282434,-0.017091005,0.037067695,-0.461075472,0.644744458,0.999996842
PLEKHJ1,2253.641123,-0.017610692,0.029487766,-0.597220301,0.550360307,0.977716008
PLEKHM1,2.35768218,0.269456859,0.14012662,1.92295267,0.054485994,0.279923096
PLEKHM1P1,1.974699475,0.016788103,0.099098599,0.169408076,0.865475672,0.999996842
PLEKHM2,306.2795829,0.005430092,0.100542071,0.054008154,0.956928668,0.999996842
PLEKHM3,3012.333314,0.028171695,0.028530646,0.987418755,0.323437394,0.769994358
PLEKHN1,103.5736292,-0.176767367,0.170258128,-1.038231589,0.299162249,0.741752558
PLEKHO1,2359.041963,0.02340434,0.049441373,0.473375618,0.635945222,0.999996842
PLEKHO2,8.176399333,-0.02457228,0.100608923,-0.244235593,0.807048362,0.999996842
PLEKHS1,1043.23075,0.021530515,0.030121996,0.714777184,0.474746736,0.91757596
PLET1,60.55494966,0.314495433,0.062735103,5.013069515,5.36E-07,6.81E-05
PLG,6656.452635,-0.272944183,0.073604003,-3.708279074,0.000208673,0.006261611
PLGLA,0.693637269,-0.28923244,1.072423458,-0.269699845,0.78739118,0.999996842
PLGLB1,39.45816906,-0.057411251,0.14962736,-0.383694873,0.701204613,0.999996842
PLGLB2,60.71731439,0.331509515,0.075558641,4.387446743,1.15E-05,0.000708357
PLGRKT,970.7606986,-0.208302353,0.109983273,-1.893945748,0.058232211,0.291122009
PLIN1,957.5329445,0.118279988,0.05996828,1.972375859,0.048566716,0.261884196
PLIN2,2363.813496,0.254949528,0.066036897,3.860713309,0.000113056,0.003901509
PLIN3,25.05481549,-0.056624383,0.080971177,-0.699315301,0.484355007,0.925276587
PLIN4,27410.96535,-0.044925928,0.049019673,-0.916487717,0.359411147,0.812324051
PLIN5,0.08904453,-0.095264328,0.805702665,-0.118237574,0.905879419,0.999996842
PLK1,328.3234183,0.295663727,0.108179826,2.733076383,0.006274578,0.068374677
PLK2,1591.346549,-0.072650488,0.046971093,-1.546706373,0.121934066,0.455305604
PLK3,7954.590365,0.299724279,0.491313167,0.610047317,NA,NA
PLK4,932.6352699,0.030093191,0.074266191,0.405207136,0.68532526,0.999996842
PLK5,21.10445973,0.074086661,0.12428703,0.59609326,0.551112927,0.978050081
PLLP,312.5631894,-0.020573119,0.040210494,-0.511635557,0.608906095,0.999996842
PLN,240.8821985,0.219102792,0.269253446,0.813741833,NA,NA
PLOD1,5923.662348,-0.013328847,0.02671983,-0.498837276,0.617894025,0.999996842
PLOD2,2328.23609,-0.038799815,0.024134026,-1.607680969,0.107905069,0.424791148
PLOD3,1777.369478,0.067354674,0.037983763,1.773249142,0.076187432,0.343793042
PLP1,2406.983468,0.675277511,0.113594766,5.944618172,2.77E-09,1.08E-06
PLP2,351.6952653,0.439692674,0.083849818,5.243811912,1.57E-07,2.76E-05
PLPBP,56.69777588,0.04197132,0.056717137,0.740011262,0.459293161,0.905357974
PLPP1,6144.684738,-0.020976538,0.046930646,-0.446968873,0.654897534,0.999996842
PLPP2,170.3831183,0.389044226,0.076838845,5.063119116,4.12E-07,5.59E-05
PLPP3,1386.174995,0.009957552,0.028180491,0.353349121,0.723826725,0.999996842
PLPP4,0.553148086,0.23001049,0.157137294,1.463754943,0.143260917,0.497577263
PLPP5,4413.965899,-0.124367727,0.039924107,-3.115103528,0.001838804,0.029814887
PLPP6,223.4584061,0.054864634,0.044142821,1.242889151,0.213908684,0.620875107
PLPP7,2535.241148,-0.004542051,0.036698994,-0.123765009,0.901501338,0.999996842
PLPPR1,1106.322894,0.027131934,0.031155292,0.870861178,0.383829956,0.836533012
PLPPR2,2259.824356,0.082061761,0.072234134,1.136052396,0.255934637,0.682134339
PLPPR3,5697.493394,0.026236423,0.033036717,0.794159518,0.427102572,0.875338672
PLPPR4,9844.541884,-0.133772006,0.048015351,-2.786025775,0.005335863,0.060963298
PLPPR5,1070.177465,-0.025690882,0.086974675,-0.295383472,0.767700958,0.999996842
PLRG1,1925.342846,-0.092976981,0.033207512,-2.799877975,0.005112193,0.059156582
PLS1,5053.983762,-0.009337232,0.026574593,-0.351359346,0.725318778,0.999996842
PLS1.AS1,0.261846165,0.014056289,0.508418457,0.027647085,0.977943627,0.999996842
PLS3,15.57688022,0.525461925,0.103945015,5.055191205,4.30E-07,5.76E-05
PLS3.AS1,65.05944748,0.023433504,0.041503706,0.564612327,0.572337479,0.992301423
PLSCR1,74.8090922,0.279339114,0.089566067,3.118805179,0.00181586,0.029552527
PLSCR2,5.215979806,0.118480506,0.093303975,1.269833427,0.204143971,0.604682676
PLSCR3,8.124889481,0.03094362,0.074911694,0.413067947,0.679556832,0.999996842
PLSCR4,4984.659758,0.008674289,0.024747698,0.350508904,0.725956809,0.999996842
PLSCR5,0.646396322,-0.271083901,0.212917079,-1.273190021,0.202950621,0.602701326
PLSCR5.AS1,11.70244292,-0.009167145,0.051885962,-0.176678712,0.859760763,0.999996842
PLTP,1389.731752,0.140795104,0.057356297,2.454745344,0.014098442,0.116388818
PLUT,3.896685302,0.171268077,0.088220703,1.941359235,0.052214719,0.272723216
PLVAP,133.4439947,0.362490905,0.06307399,5.747074301,9.08E-09,2.67E-06
PLXDC1,3564.035996,-0.004601788,0.02161763,-0.212872008,0.831426796,0.999996842
PLXDC2,6338.096156,-0.111704686,0.036506066,-3.059893812,0.002214155,0.033814951
PLXNA1,68.03038517,0.044061781,0.102447809,0.43009003,0.667130152,0.999996842
PLXNA2,689.1059198,0.021211871,0.045468274,0.466520267,0.640843144,0.999996842
PLXNA3,1588.744756,0.041770928,0.038032259,1.098302583,0.272072384,0.705336587
PLXNA4,11.05637285,0.276412561,0.064505784,4.285081796,1.83E-05,0.001000916
PLXNB1,3166.501129,-0.097476557,0.0251069,-3.882460958,0.000103405,0.003651332
PLXNB2,1918.565626,0.066181825,0.035798719,1.848720501,0.064498182,0.310056028
PLXNB3,1391.614649,0.047913914,0.030967431,1.547235659,0.12180643,0.454877597
PLXNC1,1614.778,-0.172343699,0.078884491,-2.184760233,0.028906431,0.189384032
PLXND1,5190.472532,0.122876926,0.043671702,2.813650971,0.004898238,0.057481295
PM20D1,3418.079489,0.000877231,0.058352686,0.015033251,0.988005653,0.999996842
PM20D2,290.2825473,0.0615581,0.041274873,1.491418267,0.135851715,0.482976127
PMAIP1,361.9317246,-0.054331951,0.03300122,-1.646361923,0.099689268,0.405225281
PMCH,0.041962776,-0.033785558,1.006462474,-0.033568621,0.973221145,0.999996842
PMCHL1,789.1221348,0.083008155,0.061484868,1.35005829,0.176997286,0.561018327
PMCHL2,0.358759761,-0.020307134,0.356500235,-0.05696247,0.954575091,0.999996842
PMEL,14719.53664,0.299616978,0.094448645,3.172273976,0.001512502,0.025855286
PMEPA1,313.0936627,0.111276334,0.060674434,1.833990467,0.066655409,0.316208413
PMF1,19333.04648,0.085621952,0.027791438,3.080875207,0.002063931,0.032224614
PMF1.BGLAP,1.300108527,-0.171867993,0.128500547,-1.337488415,0.181063261,0.567957451
PMFBP1,1559.129047,-0.255011841,0.104423787,-2.442085741,0.014602678,0.119131953
PML,15687.97002,0.018227213,0.052794032,0.345251389,0.729905388,0.999996842
PMM1,1478.013762,0.013684352,0.035876514,0.381429266,0.702884749,0.999996842
PMM2,15605.6383,0.02118901,0.035236883,0.601330426,0.547619928,0.975922586
PMM2P1,0.876545946,0.121070663,0.120737114,1.002762599,0.315975419,0.761784047
PMP2,373.4179668,0.146757096,0.054374799,2.698991042,0.006955005,0.072993784
PMP22,1971.748486,0.130037302,0.049715877,2.615609128,0.008906845,0.085567015
PMPCA,2892.880281,0.033852008,0.037737619,0.897036148,0.369699628,0.822533748
PMPCAP1,3.015549429,0.187720368,0.09838104,1.908094976,0.056378942,0.285719781
PMPCB,3854.632612,0.079096539,0.067064377,1.179412119,0.238234112,0.657938701
PMS1,760.67846,0.033550114,0.025556393,1.312787548,0.189254547,0.581166859
PMS2,1133.642824,-0.022160265,0.02484861,-0.891811076,0.372494204,0.824990648
PMS2CL,65.8746533,-0.058002775,0.720798303,-0.080470188,NA,NA
PMS2P1,5713.800038,-0.000257143,0.020371703,-0.012622567,0.989928916,0.999996842
PMS2P10,583.6529404,-0.097042863,0.047615644,-2.038045771,0.041545356,0.239201399
PMS2P11,0.268996647,-0.058013954,0.178319571,-0.325337,0.744926031,0.999996842
PMS2P2,12.29301812,0.119830277,0.095053885,1.260656274,0.207432714,0.610435828
PMS2P3,1284.655734,0.022804387,0.069525717,0.327999305,0.742912188,0.999996842
PMS2P4,106.726644,0.045808546,0.033991152,1.347660878,0.177767481,0.562015216
PMS2P5,954.7231526,-0.238127123,0.071781711,-3.317378773,0.000908663,0.017976828
PMS2P6,2996.257803,0.084771348,0.038690606,2.191005958,0.028451361,0.18737805
PMS2P7,0.271587465,0.141433369,0.197006106,0.717913633,0.472810542,0.916366963
PMS2P9,0.135166404,-0.225178706,0.427707822,-0.526477878,0.598556219,0.999996842
PMVK,201.6887306,0.253789652,0.523685504,0.48462226,NA,NA
PNCK,8203.151404,-0.019515917,0.033264119,-0.58669574,0.557408069,0.983191447
PNISR,8867.729803,0.101551936,0.065603436,1.54796671,0.121630312,0.454414068
PNKD,1839.66934,0.001009286,0.025942747,0.03890438,0.968966625,0.999996842
PNKDP1,0.152600413,0.220152042,0.691250613,0.318483685,0.750118069,0.999996842
PNKP,2130.883361,-0.028919627,0.033240865,-0.870002237,0.384299182,0.837082111
PNLDC1,230.5732735,0.171834617,0.050952602,3.37244047,0.000745052,0.015596357
PNLIP,1516.432397,0.001533534,0.020922247,0.073296814,0.941569927,0.999996842
PNLIPP1,60.84412349,0.250982028,0.118526978,2.117509721,0.034216611,0.211744431
PNLIPRP1,12.68804445,-0.024498322,0.28211339,-0.086838565,NA,NA
PNLIPRP2,13.41959776,0.067362269,0.05746311,1.172269802,0.241088752,0.661900619
PNLIPRP3,0.266740212,0.117192907,0.190141812,0.61634475,0.53766701,0.967606864
PNMA1,0.076724065,-0.119394696,1.088848816,-0.109652226,0.91268519,0.999996842
PNMA2,2.454649909,1.81668785,0.437457684,4.152831047,3.28E-05,0.001498663
PNMA3,6631.699616,-0.007521513,0.021864186,-0.344010669,0.730838262,0.999996842
PNMA5,8905.78191,-0.324274846,1.381575908,-0.234713738,NA,NA
PNMA6A,7.328410674,-0.024540251,0.055917258,-0.438867213,0.660757755,0.999996842
PNMA6B,0.232174062,0.043797212,0.26966551,0.162413101,0.870980555,0.999996842
PNMA6E,2.955967156,0.300030273,0.111190186,2.69835211,0.006968369,0.073087384
PNMA6F,1.31861647,0.091909378,0.107684218,0.853508341,0.393377464,0.84466553
PNMA8A,2723.469483,0.021874844,0.036653614,0.596799106,0.550641515,0.977957479
PNMA8B,243.1046932,0.012186502,0.040054152,0.304250657,0.760936934,0.999996842
PNMA8C,55.56401253,0.030588182,0.086273599,0.354548575,0.722927807,0.999996842
PNMT,701.7877012,0.095023429,0.062618824,1.517489845,0.129143055,0.469775243
PNN,2858.964453,-0.027230801,0.021035309,-1.294528207,0.195483033,0.590901006
PNO1,5222.13466,0.010782782,0.023449866,0.45982276,0.645643445,0.999996842
PNOC,266.0904368,-0.007732727,0.04131928,-0.187145738,0.851546368,0.999996842
PNP,690.2849138,-0.061504273,0.092161051,-0.667356462,0.504544469,0.941489567
PNPLA1,3143.599811,-0.222780147,0.089832847,-2.479940845,0.013140418,0.111357157
PNPLA2,1493.857961,-0.100083154,0.0811121,-1.233886851,0.21724507,0.626294043
PNPLA3,11549.50593,0.031995406,0.065344039,0.489645368,0.624384867,0.999996842
PNPLA4,1129.674088,-0.075998621,0.0380889,-1.995295768,0.046010631,0.254620808
PNPLA4P1,0.142626741,0.003802044,0.918007731,0.004141625,0.996695471,0.999996842
PNPLA5,1112.846592,-0.18608688,0.07504303,-2.479735703,0.01314798,0.111370749
PNPLA6,3730.421722,0.013103047,0.028653424,0.457294291,0.647459532,0.999996842
PNPLA7,13.55962589,0.065758863,0.125286206,0.524869142,0.599674162,0.999996842
PNPLA8,875.053534,-0.029062647,0.036220649,-0.802377879,0.422334405,0.87103045
PNPO,1074.004952,-0.014438631,0.020643028,-0.699443436,0.484274951,0.925276587
PNPT1,1510.464981,0.053858681,0.029413862,1.831064566,0.067090907,0.317369948
PNPT1P1,0.035007118,-0.036560244,1.123028843,-0.032555035,0.974029427,0.999996842
PNPT1P2,11.98289795,-0.162935475,0.059931182,-2.718709526,0.006553713,0.070191394
PNRC1,2431.457763,-0.10407301,0.053657122,-1.939593597,0.0524291,0.273147014
PNRC2,9858.280661,0.150335114,0.102342793,1.468936981,0.141849883,0.495037257
PNRC2P1,0.307225298,0.38516394,0.296751786,1.297933014,0.194310354,0.589541865
POC1A,569.1962484,-0.024665301,0.040375617,-0.610895944,0.54126847,0.970527848
POC1B,1110.597515,-0.171676161,0.06107395,-2.810955593,0.00493946,0.05778904
POC1B.AS1,0.263956671,0.140323028,0.208518368,0.672952838,0.500977295,0.938942971
POC1B.GALNT4,1.736942988,-0.166169381,0.163998664,-1.013236192,0.310947357,0.756180711
POC5,1215.853151,0.009798116,0.043077684,0.227452249,0.820072096,0.999996842
PODN,856.3799429,0.050424618,0.033841253,1.490034017,0.136215292,0.483750215
PODNL1,35.56824951,0.014850219,0.105264493,0.141075291,0.887810464,0.999996842
PODXL,1481.157524,0.066578078,0.028261408,2.355794809,0.018483124,0.140314222
PODXL2,1842.560766,0.037491915,0.040643646,0.922454531,0.356291537,0.808571771
POF1B,19.00788077,0.497001863,0.119879145,4.145857606,3.39E-05,0.001536991
POFUT1,2435.930233,-0.041419438,0.025331509,-1.635095562,0.102029016,0.41087113
POFUT2,126.6361646,0.261067999,0.070606943,3.697483413,0.000217747,0.006467303
POGK,4857.151024,-0.107143554,0.05511832,-1.943882802,0.051909586,0.272013554
POGLUT1,3.825977213,0.144731653,0.092353545,1.567147791,0.117080151,0.444506383
POGLUT2,534.412242,0.100978759,0.466987335,0.216234471,NA,NA
POGLUT3,1011.260993,-0.013147988,0.028126546,-0.467458312,0.640172011,0.999996842
POGZ,6293.157463,0.077912696,0.070158457,1.110524644,0.266773015,0.698513298
POLA1,7963.935997,-0.023717194,0.030018626,-0.790082573,0.429479546,0.876817496
POLA2,1296.332514,0.073419473,0.031946682,2.29818777,0.021551104,0.155947735
POLB,1555.483152,0.025131036,0.028584416,0.879186616,0.3793001,0.832208178
POLD1,1776.62949,0.08071792,0.034877909,2.314299272,0.020651312,0.151709824
POLD2,19278.98799,0.282507459,0.072252204,3.910018556,9.23E-05,0.00332378
POLD2P1,0.343691307,0.149810735,0.176515731,0.848710389,0.396042464,0.847142657
POLD3,5.536832767,0.375694626,0.148250067,2.534195316,0.011270589,0.100469547
POLD4,1065.344924,-0.03961817,0.035184522,-1.126011319,0.260160728,0.687897945
POLDIP2,7109.21925,-0.051863741,0.024510149,-2.11601084,0.034343886,0.212210256
POLDIP3,3876.771928,-0.028450044,0.023728212,-1.198996522,0.230529298,0.646920652
POLE,1551.066367,0.045190777,0.090054884,0.501813724,0.615798558,0.999996842
POLE2,425.5060742,-0.007759058,0.032069609,-0.241944279,0.808823339,0.999996842
POLE3,1871.611192,0.019991562,0.027561284,0.725349419,0.468237695,0.913072648
POLE4,3800.293061,-0.037709238,0.05945692,-0.634227908,0.525932097,0.958778381
POLG,13.40196339,0.187043614,0.12339309,1.515835399,0.129560979,0.470565474
POLG2,0.015061852,-0.04302023,2.771652434,-0.01552151,0.987616124,0.999996842
POLH,1649.069858,0.06571141,0.031341885,2.096600478,0.036028957,0.218587344
POLH.AS1,0.429336556,0.190553808,0.159788214,1.192539819,0.233049647,0.650455055
POLHP1,0.098190442,-0.051299051,0.525259807,-0.097664146,0.922198986,0.999996842
POLI,95.17861422,0.079768057,0.285351597,0.279543055,0.779828101,0.999996842
POLK,3071.365155,0.180908662,0.065815837,2.748710187,0.005983026,0.066314086
POLL,273.8418385,0.196480573,0.096902243,2.027616361,0.042599418,0.2426098
POLM,1784.534087,0.029062681,0.032954038,0.881915602,0.377822449,0.830612046
POLN,645.4646303,0.112918768,0.036944446,3.056447682,0.002239766,0.034101798
POLQ,497.2581577,0.262149062,0.055938281,4.686398243,2.78E-06,0.000247855
POLR1A,3611.453772,0.012062433,0.026595243,0.453556028,0.650148409,0.999996842
POLR1B,10.40785328,0.05741327,0.133715182,0.429369866,0.66765408,0.999996842
POLR1C,1270.608212,-0.12375844,0.079470732,-1.557283242,0.119403252,0.449504512
POLR1D,35.24794263,0.091423868,0.056776462,1.610242436,0.107344941,0.423115563
POLR1E,464.2444217,0.144882665,0.044004929,3.292418997,0.000993295,0.019223095
POLR2A,824.1105267,-0.033113103,0.024811333,-1.334595924,0.182008633,0.56969347
POLR2B,4825.94477,-0.028611466,0.026386398,-1.084326313,0.278220142,0.713472443
POLR2C,1162.958671,0.057454061,0.0311959,1.841718356,0.065516358,0.31288536
POLR2CP1,0.141313003,-0.045344786,0.703670222,-0.064440393,0.948619568,0.999996842
POLR2D,47.88420799,0.107278244,0.060766081,1.765429718,0.077491572,0.347055354
POLR2E,5581.742901,0.037777931,0.034061183,1.109119766,0.267378519,0.699522397
POLR2F,4250.050173,-0.156159939,0.038402901,-4.066357847,4.78E-05,0.0020138
POLR2G,102.5308872,0.196785065,0.089075759,2.209187645,0.027161592,0.182494654
POLR2H,5656.892109,0.035179834,0.036286859,0.969492407,0.332299567,0.780466216
POLR2I,81.54386142,0.209652443,0.089174936,2.351024319,0.01872181,0.141692367
POLR2J,2280.942127,0.046392714,0.040866696,1.135220594,0.256282903,0.682444982
POLR2J2,3.125055111,-0.011155217,0.167201015,-0.066717401,0.946806681,0.999996842
POLR2J3,268.3226001,-0.077641133,0.026942884,-2.881693477,0.003955443,0.050227098
POLR2J4,4.341975717,-0.11288076,0.079226585,-1.42478386,0.154219689,0.518884686
POLR2K,57.57567933,0.005878856,0.089293924,0.065837138,0.947507489,0.999996842
POLR2KP1,0.056264898,0.04187449,0.841604265,0.049755558,0.960317183,0.999996842
POLR2KP2,5.256399273,0.105917633,0.09819556,1.078639736,0.28074836,0.71706007
POLR2L,1134.085949,0.033524864,0.043245821,0.775216267,0.438211877,0.884571591
POLR2LP1,49.97492805,0.131752542,0.051403283,2.563115334,0.010373758,0.095065317
POLR2M,0.069092293,0.064199873,0.699145241,0.091826231,0.926836103,0.999996842
POLR3A,1453.153255,0.115931261,0.055049658,2.105939719,0.035209589,0.215184757
POLR3B,795.0014349,-0.092916343,0.026529507,-3.502377258,0.000461126,0.011003114
POLR3C,14.11154843,0.383677746,0.101205093,3.791091277,0.000149987,0.00485036
POLR3D,1648.332364,-0.017256472,0.022874673,-0.75439208,0.450613826,0.897063258
POLR3DP1,0.149222416,0.062716965,0.549180145,0.114201079,0.909078396,0.999996842
POLR3E,2542.378462,-0.00375561,0.023260641,-0.161457718,0.871732911,0.999996842
