,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
OR10C1,133.1832996,0.000659366,0.085998562,0.007667176,0.993882539,0.999991981
OR10D1P,306.4872806,-0.075475812,0.088553232,-0.852321371,0.394035748,0.811574072
OR10D3,4840.390624,0.006293378,0.03270587,0.192423513,0.847410476,0.999991981
OR10D4P,372.4670648,-0.177245435,0.187438111,-0.945621114,0.344341871,0.754658497
OR10D5P,0.08886105,-0.164549923,0.913374909,-0.180155949,0.85703014,0.999991981
OR10G1P,10.48079153,-0.059551153,0.220073929,-0.270596127,0.786701675,0.999991981
OR10G2,4.961678603,-0.045565434,0.165114127,-0.275963268,0.782576279,0.999991981
OR10G3,503.0875994,0.006590861,0.039216024,0.168065497,0.866531753,0.999991981
OR10G4,1.155472618,0.083034055,0.394193299,0.21064299,0.833165864,0.999991981
OR10G5P,1.87227361,0.129321156,0.221575011,0.583645038,0.559459152,0.962882256
OR10G6,3861.171172,-0.061840371,0.022404152,-2.760219177,0.005776259,0.050189373
OR10G7,9.283388968,-0.167771703,0.140961197,-1.190197773,0.233968668,0.602963944
OR10G8,10.99676942,-0.048205357,0.082200295,-0.586437762,0.557581374,0.961273612
OR10G9,0.096014038,0.01542912,0.990624923,0.015575138,0.98757334,0.999991981
OR10H4,1213.772634,-0.071384233,0.039603052,-1.802493259,0.071467834,0.284475385
OR10H5,2121.835871,-0.108345768,0.059063438,-1.834396555,0.066595151,0.272180674
OR10J1,20.32159898,0.289301535,0.119030781,2.430476666,0.015078977,0.097383216
OR10J2P,1.952967676,-0.133521395,0.128527484,-1.038854812,0.298872265,0.69595428
OR10J3,818.1302152,-0.232637182,0.051202542,-4.543469371,5.53E-06,0.000267994
OR10J4,13.22243521,0.031634685,0.095720781,0.330489203,0.741030349,0.999991981
OR10J5,6304.279977,0.080646362,0.069247568,1.164609305,0.244177176,0.618951227
OR10J6P,1087.615262,-0.001393443,0.037624012,-0.037036003,0.970456299,0.999991981
OR10J7P,0.107809317,0.046808358,0.812893875,0.057582373,0.954081291,0.999991981
OR10J8P,24.34376424,0.024167645,0.132990271,0.181724912,0.855798614,0.999991981
OR10J9P,4.080733927,0.156622393,0.165495326,0.9463856,0.343951948,0.754442113
OR10K1,108.7684618,-0.274132324,0.120106411,-2.282412081,0.022465023,0.129141385
OR10K2,1414.667203,0.048377709,0.041117067,1.176584646,0.239361329,0.611468667
OR10N1P,0.232059698,-0.08563533,0.387284374,-0.221117441,0.825000991,0.999991981
OR10P1,1320.776743,-0.043032487,0.033272636,-1.293329637,0.195897075,0.539174369
OR10Q1,51.94409906,-0.231236623,0.123522287,-1.872023491,0.061203354,0.257856102
OR10Q2P,288.3058715,0.168807569,0.417453202,0.404374833,0.685937104,0.999991981
OR10R1P,10.18159274,-0.007007588,0.06450972,-0.108628412,0.913497225,0.999991981
OR10R2,1876.61066,0.003908418,0.030724611,0.127208062,0.898775724,0.999991981
OR10R3P,816.4763446,-0.05410143,0.05621228,-0.962448603,0.335824309,0.744845838
OR10S1,0.444054635,-0.439806577,0.275154202,-1.598400365,0.109953904,0.37591457
OR10T1P,1.121654152,-0.120031047,0.169195296,-0.709423074,0.478061973,0.894553948
OR10T2,0.251605669,-0.085735526,0.606648245,-0.141326587,0.887611947,0.999991981
OR10U1P,1.876355537,-0.680804369,0.243308285,-2.798114207,0.005140193,0.046162176
OR10V1,872.0602912,0.143873808,0.092662116,1.552671298,0.120501683,0.398081418
OR10V2P,6.638163552,-0.324790276,0.137790067,-2.357138536,0.018416375,0.112240689
OR10V3P,0.084489133,-0.20008227,0.866285324,-0.230965786,0.817341383,0.999991981
OR10W1,76.19549179,0.080327435,0.108267977,0.741931612,0.458128771,0.876073019
OR10X1,25.7073495,0.055732484,0.08541253,0.652509465,0.514072569,0.925848389
OR10Z1,123.3864672,-0.167223566,0.09225145,-1.812693094,0.06987917,0.280849328
OR11A1,68600.52748,-0.016511397,0.059745582,-0.2763618,0.782270194,0.999991981
OR11G1P,0.106251248,-0.175435176,1.201187912,-0.1460514,0.883880812,0.999991981
OR11G2,14.02041047,-0.071557009,0.118391939,-0.604407783,0.545572562,0.951976337
OR11H1,2109.05273,-0.109173532,0.05209734,-2.095568246,0.036120509,0.180408649
OR11H12,1.652717009,0.176060538,0.254232856,0.692516855,0.488612805,0.904167742
OR11H13P,436.3648115,0.098548022,0.045685499,2.157096343,0.030998158,0.161822394
OR11H2,1.330192933,-0.228738351,0.136689402,-1.673416871,0.094245259,0.341018771
OR11H3P,1.02012877,0.059999394,0.148179778,0.404909464,0.685544062,0.999991981
OR11H4,14.20411718,-0.30302381,0.286071947,-1.05925734,0.289482597,0.683658784
OR11H5P,0.491398364,0.725394874,0.318415921,2.278136316,0.022718457,0.130189339
OR11H6,2774.583264,-0.074536851,0.027143305,-2.746049198,0.006031772,0.051801136
OR11H7,0.261535755,-0.177839094,0.445127169,-0.399524241,0.689506966,0.999991981
OR11I1P,0.067954628,-0.008226063,0.870372952,-0.009451193,0.992459151,0.999991981
OR11J2P,0.202796647,0.062932973,0.447726388,0.140561232,0.888216577,0.999991981
OR11J5P,0.372550858,-0.315883548,0.381530061,-0.827938819,0.407705149,0.825275826
OR11K1P,0.497056549,-0.337187702,0.234938348,-1.435217814,0.151225039,0.461385059
OR11K2P,43.98124438,-0.043057915,0.086785135,-0.496143894,0.619792892,0.999991981
OR11L1,0.739141662,-0.189881346,0.28160901,-0.674272981,0.500137778,0.913744074
OR11M1P,2.795204,0.173361395,0.106858986,1.622338019,0.104730992,0.365093814
OR11N1P,1250.871868,0.042329006,0.031409838,1.34763526,0.177775724,0.509422335
OR11Q1P,1935.579316,-0.006019012,0.030822733,-0.195278331,0.84517506,0.999991981
OR12D1,31.27803613,-0.176943448,0.052327741,-3.381446357,0.000721053,0.011050195
OR12D2,112.6503067,-0.463722791,0.159428132,-2.90866351,0.003629773,0.03599822
OR12D3,287.8935516,0.017438177,0.056130607,0.310671445,0.756050407,0.999991981
OR13C2,0.043329707,-0.04428751,1.615233785,-0.027418638,0.978125833,0.999991981
OR13C3,37.52926466,-0.00603333,0.0807504,-0.074715793,0.940440842,0.999991981
OR13C4,2482.694188,-0.440021944,0.13223678,-3.327530695,0.000876193,0.012765577
OR13C6P,106.3413838,0.166676806,0.089996119,1.852044377,0.064019451,0.265428444
OR13C7,3279.506999,-0.151208391,0.067926946,-2.226044301,0.026011214,0.143115182
OR13C8,10.87293422,0.270339785,0.162640986,1.662187318,0.096475222,0.346491726
OR13C9,3657.70357,-0.003758303,0.029844003,-0.125931602,0.899786067,0.999991981
OR13D1,2164.516383,0.165374554,0.538047827,0.307360323,0.758569125,0.999991981
OR13D2P,0.049917112,-0.007393997,1.227997677,-0.006021182,0.995195821,0.999991981
OR13D3P,3.788579771,-0.148203834,0.212868851,-0.696221326,0.486290234,0.902294991
OR13E1P,0.868672406,0.031326886,0.141961217,0.220672144,0.825347722,0.999991981
OR13F1,662.7509206,-0.165659705,0.043606596,-3.798959839,0.000145305,0.003341718
OR13G1,354.9352007,0.326287826,0.11947265,2.731067128,0.006312961,0.053450353
OR13H1,270.2912058,-0.032116695,0.079871645,-0.402103844,0.687607604,0.999991981
OR13I1P,0.113817419,-0.18800315,0.766302413,-0.245338063,0.806194682,0.999991981
OR13J1,125.1055966,-0.156350727,0.11223279,-1.393093121,0.163591633,0.483845527
OR13K1P,66.78495906,0.083320513,0.07573213,1.100200313,0.271244854,0.658843065
OR13Z1P,0.059470206,0.016846815,1.412666514,0.011925543,0.990485019,0.999991981
OR13Z2P,0.068147403,-0.077527008,1.257654133,-0.061644141,0.950846225,0.999991981
OR13Z3P,31.76175965,0.021570606,0.106632445,0.202289332,0.83969054,0.999991981
OR14A16,218.4572131,-0.068752601,0.042660914,-1.611606403,0.107047617,0.369983547
OR14A2,0.038537339,-0.120591958,1.265249515,-0.095310811,0.924067956,0.999991981
OR14C36,2097.380662,-0.124471236,0.040066574,-3.106610455,0.001892456,0.02246718
OR14I1,13664.12,0.034390427,0.841335587,0.040875992,NA,NA
OR14J1,49.80517021,-0.287808494,0.141838672,-2.029125689,0.04244549,0.200675376
OR14K1,35.6129025,-0.206434879,0.133183177,-1.550007174,0.121139794,0.39947105
OR14L1P,6400.102863,0.046787993,0.02240311,2.088459738,0.036756384,0.18231607
OR1A1,88.44753143,0.227551993,0.128534792,1.77035329,0.076668306,0.297640739
OR1A2,111.9808408,0.036819297,0.094031787,0.391562237,0.695381695,0.999991981
OR1AA1P,0.133235542,-0.178012328,0.741292922,-0.240137633,0.810223561,0.999991981
OR1AB1P,0.187506188,-0.050468305,0.375012241,-0.134577753,0.892945732,0.999991981
OR1AC1P,0.242406439,-1.70E-05,0.287844779,-5.91E-05,0.999952846,0.999991981
OR1C1,1.846768761,-0.125973142,0.203704787,-0.618410319,0.536304898,0.944919447
OR1D2,103.401108,0.1296705,0.071398166,1.816160107,0.069345816,0.279513393
OR1D3P,0.859762021,0.370517185,0.331343509,1.118226782,0.263470148,0.647740913
OR1D4,0.024131906,-0.114323625,3.424595481,-0.033383103,0.973369084,0.999991981
OR1D5,0.730946635,-0.338190713,0.176251997,-1.918790818,0.055010812,0.239470578
OR1E1,25.80221741,-0.150576504,0.340328005,-0.442445235,NA,NA
OR1E2,2133.704773,-0.030956737,0.04220822,-0.733429117,0.463296745,0.881013766
OR1E3,346.4191369,-0.069691321,0.073720493,-0.945345287,0.344482625,0.754658497
OR1F1,1184.999968,0.043074438,0.044834103,0.960751641,0.336677059,0.745781079
OR1F12,0.876510943,-0.145966521,0.145443295,-1.003597454,0.315572682,0.718907814
OR1F2P,2.30384444,-0.126816871,0.127301518,-0.996192917,0.31915642,0.72361128
OR1G1,88.63081399,-0.080727789,0.066329885,-1.217065113,0.223579443,0.586270113
OR1H1P,0.468907204,-0.017980899,0.204939238,-0.087737707,0.930085149,0.999991981
OR1J1,2099.676805,0.02663107,0.039028884,0.682342594,0.495022346,0.909319178
OR1J2,3879.653545,-0.075417525,0.046608756,-1.618097799,0.105641523,0.3668337
OR1J4,0.081667641,0.05182555,0.813047886,0.063742309,0.949175416,0.999991981
OR1K1,3134.466906,-0.015558525,0.045978393,-0.338387758,0.735070998,0.999991981
OR1L1,4.792722728,-0.160099704,0.232639787,-0.688187115,0.491334957,0.906472329
OR1L3,493.8930576,-0.253584931,0.08144177,-3.113696218,0.001847596,0.022153952
OR1L4,88.88839274,0.021612187,0.769253926,0.028094997,NA,NA
OR1L6,0.112848883,0.038025531,0.940210314,0.040443644,0.967739436,0.999991981
OR1L8,62.23378415,0.501347343,0.331844419,1.51079034,NA,NA
OR1M1,3490.834141,0.038087122,0.06721638,0.566634523,0.570962514,0.972018703
OR1M4P,0.364872255,0.00303561,0.19209249,0.015802855,0.987391671,0.999991981
OR1N1,441.9743963,0.015170334,0.085351198,0.177740146,0.858927055,0.999991981
OR1N2,1602.262542,-0.15298847,0.039779928,-3.845870947,0.000120125,0.002896745
OR1P1,1.070262199,0.039909579,0.155537299,0.25659169,0.79749399,0.999991981
OR1Q1,333.5984503,-0.17822432,0.098567026,-1.808153568,0.070582603,0.282403504
OR1S1,0.066497767,0.028123163,0.855436081,0.03287582,0.973773615,0.999991981
OR1S2,3572.449888,0.06539735,0.043046592,1.519222477,0.128706506,0.414761229
OR1X5P,4.1367607,0.043033871,0.089617498,0.480194959,0.631088771,0.999991981
OR2A1,3.214790173,-0.143778378,0.102981629,-1.3961556,0.162667644,0.482302351
OR2A1.AS1,1782.769774,-0.082224981,0.031584252,-2.603353781,0.009231664,0.069573611
OR2A12,0.116490107,0.021013047,0.862855083,0.024352927,0.980571096,0.999991981
OR2A13P,1.033431678,0.008625252,0.1784134,0.048344197,0.961441932,0.999991981
OR2A14,0.557729281,-0.314469949,0.22705798,-1.384976423,0.166059677,0.488155646
OR2A15P,7.488691021,-0.053459462,0.096271734,-0.555297595,0.578691123,0.977025948
OR2A2,1.962464998,0.120684739,0.106433454,1.133898545,0.256837107,0.63847968
OR2A20P,1.262581519,-0.549049272,0.338943214,-1.619885723,0.105256827,0.366192662
OR2A25,0.135389704,-0.199357708,1.079830448,-0.184619454,0.853527526,0.999991981
OR2A3P,0.04119506,0.00174931,1.619638619,0.001080062,0.999138235,0.999991981
OR2A4,14.95633569,0.267266964,0.209453047,1.276023278,0.20194729,0.549304844
OR2A41P,1.958014664,0.327110416,0.123384406,2.651148771,0.00802185,0.063098922
OR2A42,2.736914587,0.107337512,0.109931862,0.976400382,0.328866092,0.736048373
OR2A5,0.258028319,-0.046055509,0.572938662,-0.080384711,0.935931286,0.999991981
OR2A7,31.64438911,0.043076967,0.636187553,0.067711113,NA,NA
OR2A9P,1.863674299,0.045031023,0.138302208,0.325598731,0.744727973,0.999991981
OR2AE1,1.089766463,0.139431651,0.142404684,0.979122651,0.327519381,0.734608443
OR2AF1P,4.895475825,0.095151008,0.108560737,0.876477172,0.380770681,0.797352121
OR2AG2,3095.672161,0.284212464,0.099486092,2.856805986,0.004279273,0.040479643
OR2AH1P,3.375501005,-0.029596389,0.121328733,-0.243935531,0.807280751,0.999991981
OR2AI1P,1.492875121,-0.188690885,0.139057396,-1.356928077,0.174804064,0.503673355
OR2AJ1,5.199738282,-0.359611808,0.158687518,-2.266163159,0.023441395,0.133343308
OR2AK2,195.5088149,-0.149770675,0.050018468,-2.994307509,0.002750686,0.029412543
OR2AL1P,0.085461994,-0.19682699,0.832045929,-0.236557843,0.812999829,0.999991981
OR2AM1P,0.1445332,-0.028436899,0.637278094,-0.044622433,0.964408261,0.999991981
OR2AO1P,6.824752604,-0.117639334,0.073356639,-1.603663071,0.10878834,0.373902126
OR2AP1,0.201183714,-0.01688611,0.50738652,-0.033280565,0.973450852,0.999991981
OR2AQ1P,3.770371814,0.229025089,0.121757871,1.880987958,0.059973557,0.25435547
OR2AS1P,0.868219961,0.078182021,0.23016589,0.339676835,0.734099909,0.999991981
OR2AS2P,3.09964034,0.271289932,0.122276242,2.218664293,0.026509572,0.145008234
OR2AT1P,0.046916601,-0.097419779,1.046453696,-0.093095164,0.925827959,0.999991981
OR2AT2P,0.096924233,-0.10835288,0.630961405,-0.171726637,0.863652443,0.999991981
OR2AT4,0.335357222,0.034854002,0.205483396,0.169619556,0.865309342,0.999991981
OR2B11,1685.653413,0.133033168,0.083682235,1.589742052,0.111892961,0.379743697
OR2B2,1462.771542,0.108941556,0.086770197,1.255518134,0.209290729,0.561548344
OR2B3,95.41294537,-0.022867064,0.176026251,-0.129907123,0.896639908,0.999991981
OR2B6,10941.7552,-0.074134517,0.054835728,-1.351938221,0.176395079,0.506877839
OR2B7P,1457.160338,-0.031823445,0.071404495,-0.445678449,0.655829534,0.999991981
OR2B8P,328.0700832,-0.044717992,0.029116905,-1.535808569,0.124585338,0.406398306
OR2BH1P,8.824858503,-0.017397458,0.086251398,-0.201706385,0.84014627,0.999991981
OR2C1,1719.158894,-0.162300975,0.039732888,-4.084801829,4.41E-05,0.001340484
OR2C3,17.58966793,0.439209389,0.139973026,3.137814482,0.001702126,0.02090206
OR2D2,3063.937983,-0.091578303,0.042820478,-2.13865675,0.032463478,0.167495236
OR2D3,82.59975285,0.06956444,0.089455153,0.777645976,0.436777749,0.854694613
OR2E1P,0.739293213,-0.146414967,0.217001519,-0.674718627,0.499854548,0.913565515
OR2F2,2.532550049,-0.040734183,0.133527821,-0.305061396,0.760319392,0.999991981
OR2G1P,5.201911019,-0.236161293,0.10114861,-2.334795244,0.01955412,0.116986917
OR2G2,596.1383605,0.430951587,0.066005895,6.528986369,6.62E-11,2.71E-08
OR2G3,90.54866306,0.216685071,0.131402463,1.649018334,0.099143879,0.352732339
OR2G6,738.3125947,0.04414269,0.047671699,0.92597266,0.354460188,0.765567959
OR2H1,129.3875702,0.015473038,0.043596464,0.354914968,0.722653294,0.999991981
OR2H2,0.115402961,-0.073149181,0.802073268,-0.091200123,0.927333577,0.999991981
OR2H5P,23.10555822,0.084847308,0.337761831,0.251204548,NA,NA
OR2I1P,0.161150875,-0.299800834,0.730232834,-0.410555128,0.681398773,0.999991981
OR2J1,210.4285375,-0.423199019,0.153277406,-2.761000666,0.005762456,0.050119529
OR2J2,2.375136132,-0.234977234,0.115118793,-2.041171797,0.041233754,0.196575449
OR2J3,1637.49228,-0.179143578,0.048808449,-3.670339479,0.000242229,0.004911378
OR2J4P,0.065037267,-0.169648949,1.459054442,-0.116273213,0.907436014,0.999991981
OR2K2,580.3134783,0.237696757,0.075053084,3.167048489,0.001539946,0.019422762
OR2L13,5266.654982,-0.070532378,0.034960631,-2.017480096,0.043645436,0.204264166
OR2L1P,0.256548621,0.114764379,0.279921185,0.409988185,0.681814615,0.999991981
OR2L2,1.98116441,-0.102921811,0.140896804,-0.730476546,0.465098944,0.8825104
OR2L3,2462.507761,-0.032641269,0.039697054,-0.822259224,0.410929379,0.829083103
OR2L5,257.3867002,-0.132240137,0.057597329,-2.295942178,0.021679188,0.126019792
OR2L6P,5.010326053,0.214000376,0.136745229,1.564956798,0.11759304,0.391935471
OR2L8,1.072312552,-0.011823015,0.162213222,-0.072885642,0.941897119,0.999991981
OR2L9P,2.330159056,0.127692087,0.161387948,0.791212039,0.428820267,0.846563368
OR2M1P,63.6108038,-0.451625329,0.12637814,-3.573603232,0.000352102,0.006464443
OR2M2,299.7385746,-0.071826523,0.06586211,-1.090559093,0.275466938,0.664595284
OR2M3,5.440306497,-0.075072354,0.096821936,-0.775365142,0.438123927,0.855844239
OR2M4,464.9287201,0.104193494,0.068706673,1.516497455,0.129393613,0.416341641
OR2M5,1546.890637,-0.033606676,0.10428623,-0.322254203,0.747260125,0.999991981
OR2M7,699.5873134,0.04671773,0.045354708,1.030052481,0.30298537,0.702191987
OR2P1P,1.011465243,0.047602228,0.207917991,0.228947132,0.818910007,0.999991981
OR2R1P,0.168331917,-0.094891681,0.723619758,-0.131134729,0.895668729,0.999991981
OR2S2,0.059654324,-0.066777062,1.201630166,-0.055572058,0.955682724,0.999991981
OR2T1,2573.720299,-0.021128159,0.039304317,-0.537553137,0.590885591,0.985555158
OR2T10,54.88430138,0.11494978,0.129804171,0.885563069,0.37585302,0.791901179
OR2T11,0.340335848,-0.041619125,0.21455457,-0.193979203,0.846192166,0.999991981
OR2T12,274.8734438,-0.06570449,0.031845456,-2.063229668,0.039090813,0.189794028
OR2T2,581.7894782,0.206121602,0.460153918,0.447940556,NA,NA
OR2T27,1449.295882,-0.072701998,0.047532936,-1.529507824,0.126138601,0.409509069
OR2T29,272.8609514,0.136337967,0.084181241,1.619576588,0.105323262,0.366313842
OR2T3,0.202463032,0.362498723,0.508100778,0.713438631,0.475574376,0.891952372
OR2T32P,3.524124512,-0.254754657,0.19119757,-1.332415766,0.182723604,0.518317049
OR2T33,1013.396964,-0.002649172,0.054582032,-0.048535602,0.961289392,0.999991981
OR2T34,1099.58514,0.019272654,0.040079263,0.480863497,0.630613518,0.999991981
OR2T35,42.048226,0.23298656,0.10673737,2.182802143,0.029050384,0.15469663
OR2T4,1507.764189,-0.10054275,0.057826591,-1.738694048,0.082088594,0.31196357
OR2T6,54484.49589,0.089918234,0.075028971,1.198446855,0.230743101,0.597788113
OR2T7,0.072000765,-0.07927072,1.550404929,-0.051129043,0.959222693,0.999991981
OR2T8,380.5277589,-0.155709056,0.06368811,-2.44486852,0.014490496,0.094838699
OR2U1P,1.914021017,0.296783834,0.24336694,1.219491168,0.222657826,0.584558746
OR2U2P,1.751563699,-0.01819843,0.104500124,-0.174147447,0.861749585,0.999991981
OR2V1,2979.33332,0.121046426,0.055299681,2.188917272,0.028602853,0.152969398
OR2V2,5755.81386,-0.093414597,0.047744594,-1.95654816,0.050400615,0.225765348
OR2W1,189.9304189,0.207871943,0.091910585,2.261675755,0.023717444,0.134539424
OR2W2P,2.073286672,-0.284319757,0.139999263,-2.030866096,0.04226858,0.200164147
OR2W3,0.313031917,-0.18795785,0.290642887,-0.646696885,0.517828139,0.928741381
OR2W4P,6.608432806,-0.133639087,0.07950902,-1.680804107,0.092800971,0.337231493
OR2W5,0.364622875,0.038983844,0.347281025,0.112254461,0.910621648,0.999991981
OR2W6P,15.22461238,0.113802635,0.160645406,0.708408901,0.478691366,0.894861521
OR2X1P,13.76622635,-0.000206711,0.056143259,-0.003681841,0.997062323,0.999991981
OR2Y1,1386.459557,-0.076488429,0.036026393,-2.123122032,0.033743627,0.172123684
OR2Z1,0.239892669,-0.095352754,0.475766741,-0.200419125,0.841152804,0.999991981
OR3A1,10.03596708,0.060361977,0.08397849,0.718779024,0.472277084,0.888898777
OR3A2,2.747738408,-1.410119388,0.238541977,-5.91140982,3.39E-09,6.31E-07
OR3A3,177.5641278,-0.07602535,0.057386596,-1.324792833,0.185239873,0.523193762
OR3A4P,481.7391946,-0.112697869,0.04666927,-2.414819618,0.015743004,0.100354075
OR3B1P,3.024180458,0.205437845,0.147585959,1.391987731,0.163926113,0.484258155
OR3D1P,0.148927378,-0.191854071,1.260677827,-0.152183268,0.879042391,0.999991981
OR4A10P,0.787883608,-0.132444674,0.150403452,-0.880595969,0.378536541,0.794874557
OR4A11P,0.035134972,0.048644968,1.620778126,0.030013342,0.976056413,0.999991981
