,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NT5CP1,10.78779536,0.060643988,0.086385595,0.702015052,0.482669776,0.898942704
NT5CP2,0.500117469,-0.049247332,0.201241992,-0.244716978,0.806675581,0.999991981
NT5DC1,22.35921677,-0.089308502,0.138376891,-0.645400408,0.518667739,0.929528077
NT5DC2,4331.282256,-0.011793612,0.033375178,-0.353364785,0.723814983,0.999991981
NT5DC3,1369.254322,-0.092462416,0.058555449,-1.579057421,0.114322887,0.385021768
NT5DC4,201.8235905,0.501594692,0.133172414,3.766505971,0.000165548,0.003697241
NT5E,36.96055397,0.245066442,0.125752329,1.948802419,0.051319025,0.228494338
NT5M,65.9487962,0.233086022,0.152052933,1.532926833,0.125293884,0.407867835
NTAN1,920.1222906,-0.158659272,0.062830147,-2.525209296,0.01156294,0.081129564
NTAN1P1,1.007876171,-0.043887212,0.122655579,-0.357808528,0.720486608,0.999991981
NTAN1P2,0.764181347,0.095044862,0.219250847,0.433498267,0.664652825,0.999991981
NTAN1P3,1.077302106,0.343069754,0.211643549,1.620979025,0.105022137,0.365705465
NTF3,371.9923503,0.356152705,0.08560324,4.160504957,3.18E-05,0.001051617
NTF4,0.276993832,0.053275694,0.690378415,0.077168829,0.938489239,0.999991981
NTF6A,57.28197472,0.144504514,0.841298492,0.171763667,NA,NA
NTF6B,0.277582613,0.112588556,0.220267264,0.511145207,0.609249383,0.997615054
NTF6G,0.241949065,-0.322323896,0.25772441,-1.250653349,0.211060978,0.564338591
NTHL1,1058.203728,-0.12574876,0.061370862,-2.048997764,0.040462334,0.194282895
NTM,0.941222405,-0.516392688,0.191083503,-2.702445168,0.006883154,0.05667722
NTM.IT,56.53411946,-0.011302006,0.089437305,-0.126367917,0.899440697,0.999991981
NTMT1,2707.715954,-0.026786061,0.036170082,-0.740558493,0.458961183,0.876518454
NTN1,1057.17041,0.017611153,0.093509399,0.18833564,0.850613548,0.999991981
NTN3,2565.377442,-0.093774151,0.034293574,-2.734452574,0.00624841,0.053071799
NTN4,5836.88649,0.051775138,0.071435517,0.72478146,0.468586111,0.885840212
NTN5,44944.10139,0.11868086,0.048577274,2.443135459,0.014560271,0.09522368
NTNG1,2464.969028,-0.087109059,0.034355232,-2.535539809,0.011227417,0.079643199
NTNG2,715.9978867,0.05319939,0.030209077,1.761039923,0.078231646,0.301992566
NTPCR,1113.490675,0.10048621,0.046893173,2.142875035,0.032123134,0.166283551
NTRK1,258.8088624,0.054285208,0.113287279,0.479181847,0.631809268,0.999991981
NTRK2,885.7733155,-0.06623379,0.049503747,-1.337955093,0.180911076,0.51530097
NTRK3,10402.43483,0.062696974,0.981588129,0.063872996,NA,NA
NTRK3.AS1,20.10523515,-0.345612124,0.136153483,-2.538400898,0.011136034,0.079286098
NTS,1986.501485,-0.018259461,0.037500421,-0.486913482,0.626319645,0.999991981
NTSR1,1286.807039,-0.08571706,0.090250178,-0.949771647,0.342228295,0.752231638
NTSR2,1.665884593,0.35611293,0.409665415,0.869277505,0.384695364,0.801337494
NUAK1,1234.091608,-0.098425562,0.03424714,-2.873978984,0.004053359,0.038946522
NUAK2,49.25502101,0.14425035,0.116037069,1.243140245,0.213816158,0.568992826
NUB1,4196.324553,-0.003200424,0.030419001,-0.105211359,0.916208097,0.999991981
NUBP1,177.7688557,-0.455931954,0.092127819,-4.948906386,7.46E-07,5.43E-05
NUBP2,952.670786,-0.011508826,0.043176547,-0.266552733,0.789813553,0.999991981
NUBPL,5017.435157,0.112519668,0.034839152,3.229690209,0.001239244,0.016573938
NUCB1,11.93246864,-0.002996934,0.084957124,-0.03527584,0.971859789,0.999991981
NUCB1.AS1,5.45544335,-0.290365526,0.103401289,-2.808142224,0.004982822,0.045145298
NUCB2,2436.313809,-0.078661196,0.032766139,-2.400685521,0.016364393,0.103236402
NUCKS1,16506.52137,0.03909943,0.035248026,1.109265804,0.267315532,0.653292699
NUCKS1P1,0.381967528,-0.131794621,0.272093469,-0.484372599,0.628121461,0.999991981
NUDC,4016.981775,-0.103468912,0.045730708,-2.262569677,0.023662229,0.134291936
NUDCD1,16.05747246,-0.074290198,0.068389655,-1.086278305,0.277355882,0.666793148
NUDCD2,237.0544377,-0.354242169,0.133930527,-2.644969579,0.008169826,0.063912118
NUDCD3,5629.869905,0.023078407,0.029091375,0.793307514,0.42759868,0.845857259
NUDT1,1966.300486,-0.100320086,0.039797799,-2.52074457,0.011710683,0.081843189
NUDT10,2410.835054,-0.098674233,0.047630465,-2.071662196,0.038296955,0.187030564
NUDT11,0.430930939,0.008734598,0.391794693,0.022293813,0.982213584,0.999991981
NUDT12,1638.25111,0.011029955,0.025917657,0.425576877,0.670416193,0.999991981
NUDT13,573.5756168,0.242255071,0.064460924,3.758169392,0.000171161,0.003779773
NUDT14,540.5016564,-0.010177333,0.042234322,-0.240973051,0.809576003,0.999991981
NUDT15,1308.354823,0.065177265,0.042742811,1.524870797,0.127291327,0.411905455
NUDT16,29.59348304,0.117403163,0.070944315,1.654863572,0.097952175,0.350132708
NUDT16L1,789.5282277,-0.126118568,0.060365997,-2.089231906,0.036686853,0.182088644
NUDT16P1,7.136463393,-0.184680218,0.133581467,-1.382528742,0.166809412,0.489666448
NUDT17,194.4775248,-0.275176316,0.1275272,-2.157785296,0.030944529,0.161663776
NUDT18,5.489078628,-0.040196225,0.096938498,-0.414656982,0.678393028,0.999991981
NUDT19,8.912002642,0.068980972,0.122106632,0.564924045,0.572125428,0.972979778
NUDT19P4,0.178111882,0.018999948,0.586783238,0.032379841,0.974169139,0.999991981
NUDT19P5,0.389645831,-0.235570335,0.291623004,-0.807790646,0.419211111,0.837771721
NUDT2,2188.952291,-0.024844358,0.035876849,-0.692489958,0.48862969,0.904167742
NUDT21,679.3592067,0.019724078,0.644004231,0.030627249,NA,NA
NUDT22,2561.071584,-0.028168921,0.032754556,-0.860000088,0.389788994,0.806555021
NUDT3,2.122021453,0.043421925,0.114344167,0.379747615,0.704132771,0.999991981
NUDT4,7591.261124,-0.0239761,0.034727266,-0.69041138,0.489935522,0.905475839
NUDT4B,4.818978968,-0.109630348,0.48432064,-0.226359025,NA,NA
NUDT4P2,1.405872885,0.003272286,0.145497397,0.022490339,0.982056819,0.999991981
NUDT5,423.8558663,-0.204970883,0.128452841,-1.595689765,0.110558075,0.377275362
NUDT6,3.64905071,0.110585429,0.495374386,0.223236066,0.823351784,0.999991981
NUDT7,2837.113233,0.075514748,0.048093788,1.57015598,0.116378828,0.389119325
NUDT8,6316.253407,-0.012509071,0.034952206,-0.357890731,0.720425087,0.999991981
NUDT9,1402.777723,0.335508541,0.634762239,0.528557814,0.597112232,0.98998601
NUDT9P1,8.190350803,-0.029001196,0.105693322,-0.274390049,0.78378489,0.999991981
NUF2,3959.199935,-0.015185783,0.047412923,-0.320287837,0.748750142,0.999991981
NUFIP1,14.98844474,0.211397033,0.081647334,2.589148016,0.009621373,0.071794849
NUFIP1P1,6.901309794,-0.084350337,0.09125134,-0.924373675,0.355291796,0.766649806
NUFIP2,2.58176031,0.184017529,0.10482634,1.755451239,0.079182154,0.304512392
NUGGC,515.4800079,-0.034975691,0.042863453,-0.815979312,0.414511968,0.832351138
NUMA1,520.6689023,-0.056725129,0.071065325,-0.798211069,0.424748015,0.843034132
NUMB,198.2236275,-0.026535452,0.146799723,-0.180759553,0.856556312,0.999991981
NUMBL,1490.019497,-0.123783559,0.028507892,-4.342080338,1.41E-05,0.000566074
NUP107,473.6514967,-0.041997473,0.048143088,-0.872346897,0.383019161,0.799731312
NUP133,2531.330263,-0.00177237,0.025909081,-0.068407296,0.945461414,0.999991981
NUP153,483.4093702,-0.133337412,0.110256118,-1.209342523,0.226531281,0.591359569
NUP155,11004.44435,-0.027919916,0.02855914,-0.977617543,0.328263517,0.735436331
NUP160,2684.159872,0.035724998,0.036541513,0.977655122,0.328244925,0.735436331
NUP188,1966.948707,0.120830184,0.092490156,1.306411287,0.191412729,0.532599432
NUP205,2427.67348,-0.001417449,0.033729071,-0.042024537,0.966479138,0.999991981
NUP210,5368.096232,-0.015899144,0.026421699,-0.601745695,0.547343428,0.953115982
NUP210L,154.918481,0.047022132,0.688117973,0.068334404,NA,NA
NUP210P1,647.3248284,-0.127801508,0.039479433,-3.237166714,0.001207229,0.016264611
NUP210P2,2.268047743,-0.312308543,0.264080094,-1.182628112,0.236956566,0.607531385
NUP210P3,0.210798841,-0.058584427,0.553745273,-0.105796707,0.915743649,0.999991981
NUP214,28.05931798,-0.782302208,0.110624717,-7.071676444,NA,NA
NUP35,54.53874591,0.306769345,0.122455756,2.505144346,0.012240143,0.08458396
NUP35P1,0.036636021,0.10034938,1.617350283,0.062045545,0.950526562,0.999991981
NUP35P2,0.412777925,-0.1388544,0.234193607,-0.592904315,0.55324519,0.957495271
NUP37,4156.146609,0.017583405,0.035103229,0.500905624,0.616437544,0.999991981
NUP42,18.34848718,0.06411642,0.061533061,1.041983269,0.297419436,0.694118686
NUP43,0.13349903,0.067370124,0.748923374,0.089955963,0.928322209,0.999991981
NUP50,964.9725445,0.002337144,0.03271705,0.071435059,0.943051508,0.999991981
NUP50.DT,3.259081108,-0.253259583,0.232953717,-1.087166953,0.276963033,0.666444672
NUP54,2019.248944,-0.051058693,0.034584933,-1.476327628,0.139855961,0.438403617
NUP58,931.361511,-0.052794694,0.062648972,-0.842706467,0.39939263,0.816897824
NUP58P1,14.7324496,-0.238356268,0.174541914,-1.365610483,0.172061254,0.498682718
NUP62,0.021967343,-0.022829325,2.932165856,-0.007785823,0.993787875,0.999991981
NUP62CL,442.1377231,-0.059265356,0.070725294,-0.837965501,0.402050079,0.819777613
NUP85,423.9010445,-0.103886582,0.051702945,-2.009297185,0.044505626,0.206952948
NUP88,3148.020979,-0.020087206,0.044124406,-0.455240265,0.648936395,0.999991981
NUP93,5364.875644,-0.010687904,0.040870461,-0.261506802,0.793701705,0.999991981
NUP98,2966.815511,0.033332188,0.044030213,0.757029915,0.449031941,0.866792961
NUPR1,232.627295,0.128159539,0.070616695,1.81486175,0.069545158,0.280024754
NUPR2,11.14121744,-0.110862072,0.095374476,-1.162387228,0.245078209,0.62044527
NUS1,16.17701367,-0.099108061,0.135969819,-0.728897495,0.466064367,0.883281897
NUS1P1,1.368603615,-0.056768975,0.158397647,-0.358395315,0.720047497,0.999991981
NUS1P2,28.28565803,-0.124315994,0.11223751,-1.107615394,0.268027952,0.654274201
NUS1P3,0.028455745,-0.000476731,2.68152732,-0.000177784,0.999858149,0.999991981
NUS1P4,129.226404,-0.162829388,0.124307622,-1.309890619,0.190232841,0.530646867
NUSAP1,947.6300276,-0.061414195,0.028308992,-2.16942354,0.030050543,0.158421399
NUTF2,1388.995513,-0.044245908,0.042157392,-1.049540924,0.29392923,0.689721543
NUTF2P2,0.055007173,-0.051285161,1.66210243,-0.030855596,0.975384702,0.999991981
NUTF2P3,3.774083388,-0.068713523,0.103485066,-0.663994577,0.506693782,0.919345833
NUTF2P4,327.1801452,-0.199670151,0.077864879,-2.564315946,0.010337939,0.075442007
NUTF2P5,0.100768533,-0.37889216,2.025639938,-0.187048129,0.851622897,0.999991981
NUTF2P6,0.300618005,0.041465362,0.28059602,0.147776015,0.882519539,0.999991981
NUTF2P7,2.1950007,0.03174425,0.155956261,0.20354585,0.838708412,0.999991981
NUTF2P8,7.541552063,0.132550618,0.082604782,1.604636121,0.108573907,0.373621027
NUTM1,12.76543993,-0.362827623,0.119798097,-3.02865932,0.002456415,0.026966749
NUTM2A,0.063909316,-0.056196135,1.455914277,-0.038598519,0.969210483,0.999991981
NUTM2A.AS1,0.042296987,-0.051433912,1.235735795,-0.041622095,0.966799959,0.999991981
NUTM2B,5.58806435,-0.04683047,0.142675137,-0.328231468,0.742736657,0.999991981
NUTM2B.AS1,0.657045914,0.142666703,0.193330295,0.737942823,0.460549195,0.878286562
NUTM2D,93.71902525,-0.083177031,0.100090993,-0.831014148,0.405965637,0.823031896
NUTM2E,6.577062954,-0.143293181,0.097071499,-1.476161198,0.139900623,0.438425052
NUTM2F,1194.609683,-0.084434077,0.031406256,-2.688447697,0.007178508,0.058458609
NUTM2G,452.2798789,-0.146494183,0.057178261,-2.562060817,0.01040531,0.075711201
NUTM2HP,3.135605013,0.241474925,0.109834999,2.198524399,0.027911758,0.150344728
NVL,3836.322253,0.016571608,0.053376489,0.310466437,0.756206279,0.999991981
NWD1,2.785478065,0.082441158,0.125909143,0.654767047,0.51261775,0.924642444
NWD2,17.62706923,-0.197732459,0.100209063,-1.973199362,0.048472853,0.219472203
NXF1,1586.772585,0.102504688,0.087989002,1.16497159,0.244030493,0.618762142
NXF2,0.43888724,0.007839048,0.199545356,0.03928454,0.968663532,0.999991981
NXF2B,0.635990017,-0.774087985,0.254143245,-3.045872747,0.00232006,0.025999178
NXF3,3370.876676,0.037567546,0.025303136,1.484699198,0.137623524,0.433476704
NXF4,1231.113869,-0.087878766,0.05705773,-1.540172859,0.123518224,0.404358802
NXF5,7424.650629,-0.106975552,0.041681287,-2.566512708,0.010272686,0.075139275
NXN,86.8418723,-0.146183915,0.099093978,-1.47520483,0.140157483,0.438993464
NXNL1,214.9760943,0.171284931,0.08112971,2.11124792,0.034751008,0.175664602
NXNL2,68.18434115,0.185503914,0.129894568,1.428111407,0.153259795,0.465116324
NXNP1,30.53028664,-0.308131744,0.222160589,-1.386977529,0.165448615,0.486935649
NXPE1,2440.485094,-0.154149638,0.045885506,-3.359440759,0.000781004,0.011685822
NXPE2,3170.949751,-0.069010378,0.030577272,-2.256917395,0.024013237,0.135673403
NXPE2P1,3.84754295,-0.139491741,0.089740407,-1.554391662,0.120091021,0.397177579
NXPE3,6859.490949,0.073652039,0.067831984,1.08580103,0.277567031,0.667116281
NXPE4,2414.838834,-0.234048093,0.068682362,-3.407688471,0.000655156,0.010280576
NXPH1,8814.824153,-0.003845101,0.035175079,-0.109313211,0.912954069,0.999991981
NXPH2,275.33397,-0.066704782,0.036233216,-1.840984301,0.065623859,0.269672719
NXPH3,9.425248449,0.152198486,0.111435174,1.365802919,0.17200083,0.498664738
NXPH4,1224.014281,0.062816347,0.058512466,1.073554939,0.283022203,0.674493254
NXT1,842.2170463,-0.061107153,0.046229585,-1.321819219,0.186228357,0.524604558
NXT1.AS1,4.203153998,-0.080814554,0.095630944,-0.845066985,0.39807344,0.81564517
NXT1P1,1435.742033,0.043686249,0.045162806,0.967305912,0.333391129,0.741950798
NXT2,6.476421591,-0.295849639,0.141964959,-2.083962421,0.037163586,0.18372041
NYAP1,10948.33163,0.00355338,0.037383034,0.095053281,0.924272507,0.999991981
NYAP2,84.3166079,-0.543247957,0.178043481,-3.05120947,0.002279215,0.02562809
NYNRIN,12.35243155,-0.106918817,0.128054588,-0.834947181,0.403747448,0.820947703
NYX,655.2478056,-0.507859022,0.120095467,-4.228794255,2.35E-05,0.00083879
OACYLP,0.066468943,-0.233817308,0.810322669,-0.288548398,0.772926989,0.999991981
OAF,12.68488386,0.076821984,0.162920253,0.471531212,0.637261436,0.999991981
OARD1,18.00833931,-0.006944066,0.110903481,-0.0626136,0.9500742,0.999991981
OAS1,560.3026782,0.093367737,0.034871907,2.677448546,0.007418525,0.059700152
OAS2,7246.044066,0.101386042,0.076898048,1.318447548,0.187353873,0.526204304
OAS3,3796.494195,-0.01808624,0.037928854,-0.476846464,0.633471456,0.999991981
OASL,3701.540174,0.008287073,0.043245847,0.191627019,0.848034377,0.999991981
OAT,4363.482119,0.102547589,0.062540901,1.639688374,0.101069978,0.356621647
OAZ1,218.9399715,0.138564785,0.063634588,2.177507387,0.029442731,0.156259477
OAZ2,0.176998919,-0.048874635,0.337577497,-0.144780488,0.884884188,0.999991981
OAZ3,9402.932474,-0.06717312,0.032325205,-2.078041564,0.037705531,0.185371756
OBI1,2668.954149,0.173226136,0.053312246,3.249274797,0.001156996,0.015755386
OBI1.AS1,67.69280747,0.032478205,0.079190563,0.410127219,0.681712627,0.999991981
OBP2A,669.2514528,0.110842569,0.084575096,1.310581647,0.189999143,0.530329122
OBP2B,498.4705262,0.000213634,0.13154909,0.00162399,0.998704244,0.999991981
OBSCN,1141.800412,-0.038175958,0.128641967,-0.296761305,0.76664875,0.999991981
OBSCN.AS1,587.8522481,0.090386904,0.084757438,1.066418557,0.286234477,0.679308726
OBSL1,10304.4656,0.073755809,0.055713538,1.323839986,0.185556193,0.523456027
OC90,0.085619147,-0.068293497,0.670954893,-0.101785526,0.918926915,0.999991981
OCA2,309.1435724,-0.146538992,0.089220828,-1.642430308,0.100500858,0.355551566
OCEL1,1218.803846,-0.172115878,0.049960692,-3.445025916,0.000571005,0.009288162
OCIAD1,3746.521619,0.030270876,0.033073195,0.915269168,0.360050341,0.771888441
OCIAD1.AS1,1.226894229,0.000557025,0.133915931,0.004159509,0.996681201,0.999991981
OCIAD2,1839.107957,-0.079967383,0.025576556,-3.126589095,0.001768469,0.02147171
OCLM,0.795164107,-0.027957964,0.258415715,-0.108189875,0.913845076,0.999991981
OCLN,1255.547595,0.101731667,0.085252061,1.193304492,0.232750144,0.601115623
OCLNP1,1.277268497,0.007751159,0.177131428,0.043759368,0.965096215,0.999991981
OCM,611.481229,0.081877742,0.035660445,2.296038154,0.0216737,0.126008956
OCM2,50.87989129,0.043872564,0.310930814,0.141100727,0.887790369,0.999991981
OCRL,1570.430165,-0.055589926,0.028464969,-1.952924195,0.050828578,0.227121839
OCSTAMP,26146.42913,0.540122263,0.096515179,5.596241655,2.19E-08,3.11E-06
ODAM,253.5290977,0.279662442,0.169502474,1.64990183,0.098963016,0.352328777
ODAPH,0.226909879,0.052226148,0.678204801,0.077006456,0.938618409,0.999991981
ODC1,2382.44438,-0.046078041,0.042739826,-1.078105488,0.280986683,0.671459154
ODC1.DT,7.54365981,-0.137390115,0.100235597,-1.370671889,0.170477262,0.496006517
ODF1,5.465753616,0.032609241,0.420876996,0.077479266,NA,NA
ODF2,4092.613263,0.025838459,0.03141295,0.82254161,0.410768715,0.828855134
ODF2.AS1,6.201173653,0.055454383,0.516434446,0.107379327,0.914488054,0.999991981
ODF2L,928.6208411,-0.102325558,0.045750941,-2.236578233,0.025313919,0.140414306
ODF3,9.445155958,-0.108604883,0.175322068,-0.619459284,0.535613837,0.944371765
ODF3B,1.673291119,-0.095774532,0.139899749,-0.68459402,0.493600141,0.908357005
ODF3L1,35.37930318,-0.278966665,0.172796912,-1.614419279,0.106436513,0.368563718
ODF3L2,1539.760129,0.028025585,0.042305998,0.662449462,0.507683213,0.920494972
ODF4,7.137873265,-0.087332052,0.090824527,-0.96154701,0.3362772,0.745227652
ODR4,1.405253927,-0.040154041,0.192279938,-0.208831151,0.834580052,0.999991981
OFCC1,119.1780673,0.449599449,0.12461817,3.60781618,0.000308785,0.005861018
OFD1,1809.477999,-0.019863002,0.035666898,-0.556902996,0.577593707,0.976189024
OFD1P10Y,0.449075742,-0.336715114,0.267200363,-1.260159645,0.207611777,0.559010913
OFD1P11Y,0.142653957,-0.055954754,0.895780056,-0.062464836,0.950192664,0.999991981
OFD1P12Y,0.932355694,-0.196823883,0.164390649,-1.197293665,0.231192113,0.598380598
OFD1P13Y,10.26094469,0.165811521,0.788781774,0.21021216,NA,NA
OFD1P16Y,152.3051043,-0.07159547,0.078589927,-0.911000591,0.362295062,0.774171093
OFD1P17,0.869618256,0.209120907,0.305921773,0.683576407,0.494242687,0.908853381
OFD1P18Y,0.070450103,-0.229313073,1.027393886,-0.223198791,0.823380793,0.999991981
OFD1P1Y,0.033290405,-0.097083195,2.100301106,-0.046223465,0.96313214,0.999991981
OFD1P2Y,0.209764739,-0.136274223,0.578782601,-0.235449757,0.813859671,0.999991981
OFD1P3Y,0.138961426,-0.018354379,0.541682113,-0.033884041,0.972969619,0.999991981
OFD1P4Y,3.438968136,-0.088461268,0.140140078,-0.631234612,0.527887134,0.93831234
OFD1P5Y,1.12338072,0.064147388,0.164886075,0.389040661,0.697246068,0.999991981
OFD1P6Y,0.198875584,0.042824767,0.414846493,0.103230395,0.917780117,0.999991981
OFD1P7Y,4.17379037,-0.039279146,0.128920738,-0.304676712,0.760612388,0.999991981
OFD1P9Y,0.109569908,-0.183323527,0.908436814,-0.201801076,0.84007224,0.999991981
OGA,2218.410124,0.01307949,0.033012984,0.396192296,0.691963174,0.999991981
OGDH,435.4710146,0.010718192,0.04064083,0.263729662,0.791988237,0.999991981
OGDHL,1673.874212,-0.091762907,0.043073553,-2.130377029,0.033140499,0.170070036
OGFOD1,492.8155717,0.054529602,0.101286505,0.538369861,0.590321729,0.98480414
OGFOD1P1,1.986683505,1.111403248,0.202988921,5.475191674,4.37E-08,5.43E-06
OGFOD2,8951.907844,-0.009854255,0.039099248,-0.252031829,0.801016462,0.999991981
OGFOD3,0.537090349,-0.112556377,0.21581882,-0.521531796,0.601996362,0.992616528
OGFR,3509.60111,-0.02136941,0.04075406,-0.524350455,0.60003481,0.991666724
OGFR.AS1,0.713424092,-0.295363966,0.239946619,-1.230956981,0.218338954,0.577317349
OGFRL1,971.7433871,-0.091139252,0.031857788,-2.86081546,0.004225529,0.040145992
OGFRP1,549.5696962,-0.064775634,0.035962117,-1.801218611,0.07166843,0.28484108
OGG1,4368.913221,-0.191573489,0.052802733,-3.628097986,0.000285517,0.005521846
OGN,1028.105938,-0.27085516,0.080250072,-3.375139144,0.000737784,0.011198147
OGT,2185.445354,0.08347985,0.040358333,2.06846628,0.038596198,0.188207208
OIP5,2112.421623,-0.044368932,0.036972119,-1.200064634,0.230114239,0.596834672
OIP5.AS1,0.274889197,0.091546022,0.293020349,0.312422064,0.754719784,0.999991981
OIT3,3149.846218,0.054965218,0.035820491,1.534463005,0.124915788,0.407132504
OLA1,3053.542359,0.066139059,0.046053176,1.436145421,0.150960966,0.460920693
OLA1P1,1.79381915,-0.14814109,0.117869641,-1.25682143,0.208818304,0.560583563
OLA1P2,0.893944916,-0.073515933,0.204130727,-0.360141437,0.718741367,0.999991981
OLA1P3,0.169109448,-0.107640147,0.856278126,-0.125706992,0.899963867,0.999991981
OLAH,561.2288863,0.026887222,0.057266377,0.469511488,0.638704075,0.999991981
OLFM1,232.0559146,0.070342895,0.126671539,0.555317286,0.578677657,0.977025948
OLFM2,512.746059,0.00464726,0.025156734,0.184732247,0.853439052,0.999991981
OLFM3,23022.29725,-0.030617821,0.036484731,-0.839195486,0.40135962,0.819316994
OLFM4,730.3857177,0.03188392,0.038362429,0.831123607,0.405903805,0.823024803
OLFM5P,0.104938194,-0.037617229,0.566420167,-0.066412235,0.94704963,0.999991981
OLFML1,43.40428887,0.536540276,0.134289708,3.995393876,6.46E-05,0.001783857
OLFML2A,0.129721955,-0.147617601,0.572761698,-0.257729526,0.796615657,0.999991981
OLFML2B,69.22915347,0.072101294,0.142603617,0.505606346,0.613133026,0.999991981
OLFML3,645.7546232,-0.125755211,0.073398605,-1.71331881,0.086653904,0.322614153
OLIG1,4199.442039,-0.162556282,0.048775477,-3.332746137,0.000859934,0.012574632
OLIG2,9.133597689,-0.054970612,0.186591945,-0.294603351,0.768296902,0.999991981
OLIG3,1090.918574,-0.107530035,0.031166012,-3.45023397,0.000560101,0.009148139
OLMALINC,0.668590314,0.162650579,0.416938514,0.39010687,0.696457523,0.999991981
OLR1,15.27074649,0.434941791,0.140679812,3.091714343,0.001990043,0.023283899
OMA1,1092.156921,-0.238176536,0.101493263,-2.346722619,0.018939348,0.114435788
OMD,5182.359872,-0.097061777,0.035181534,-2.758884151,0.005799909,0.050344544
OMG,23.35851435,-0.093730859,0.111339215,-0.841849462,0.399872222,0.817507005
ONECUT2,490.787716,-0.165060093,0.091014654,-1.813555142,0.069746242,0.280619984
OOEP,280.3516305,-0.051463729,0.052652946,-0.977414031,0.328364219,0.7354724
OOEP.AS1,0.714669037,-0.264483752,0.39075544,-0.676852385,0.498499617,0.912511695
OOSP1P1,0.056903838,-0.011005154,1.229723341,-0.008949293,0.992859593,0.999991981
OOSP1P2,15.14117824,-0.034076476,0.058530993,-0.582195408,0.560435066,0.963168789
OOSP2,1467.769531,0.021591166,0.037701799,0.572682627,0.566859602,0.968905277
OOSP4B,3.374370199,-0.171703868,0.392481003,-0.437483257,0.661760916,0.999991981
OPA1,1545.295671,-0.033017014,0.109471654,-0.301603316,NA,NA
OPA1.AS1,3.181849302,-0.03095357,0.092966745,-0.332953147,0.73916965,0.999991981
OPA3,3575.422847,-0.009469316,0.048855737,-0.193821981,0.846315275,0.999991981
OPALIN,140.8988084,0.087050136,0.052142667,1.669460747,0.095026103,0.343058834
OPCML,35.27644203,0.005212487,0.055239747,0.094361175,0.924822256,0.999991981
OPCML.IT1,0.07927275,-0.180141152,1.659463915,-0.108553823,0.913556388,0.999991981
OPCML.IT2,5.389413764,-0.177604703,0.246560472,-0.72032918,0.471322343,0.888440852
OPHN1,1874.096433,-0.140836331,0.060409736,-2.331351526,0.019734831,0.117829549
OPLAH,4713.991235,-0.077224609,0.05515287,-1.400192025,0.161455823,0.480101193
OPN1LW,182.3902841,-0.000590265,0.068741224,-0.00858677,0.993148833,0.999991981
OPN1MW,1.287210338,0.076523812,0.170991597,0.447529664,0.654492675,0.999991981
OPN1MW2,808.7951648,0.108082903,0.045737626,2.363106992,0.018122437,0.111020277
OPN1MW3,0.839330938,-0.063066269,0.161388553,-0.390772877,0.695965125,0.999991981
OPN1SW,263.6507487,0.372679297,0.101423347,3.674492186,0.000238323,0.004846318
OPN3,333.9823478,0.078560982,0.062581899,1.255330738,0.209358721,0.561644099
OPN4,643.5715939,-0.045394545,0.042174609,-1.076347743,0.281771764,0.672481095
OPN5,7295.222371,-0.044062483,0.037580915,-1.172469659,0.241008547,0.614277666
OPRD1,10624.26742,-0.428074604,0.122527819,-3.493693177,0.000476388,0.008091602
OPRK1,1439.230733,0.031407328,0.033146779,0.947522776,0.343372456,0.753746002
OPRL1,3.6630118,-0.080844452,0.338682469,-0.238702796,NA,NA
OPRM1,4165.02995,-0.062583585,0.044722289,-1.399382429,0.161698333,0.480520793
OPRPN,99.59109959,-0.067804749,0.070108793,-0.967136166,0.333475968,0.742015872
OPTC,1434.557363,-0.076203418,0.046173421,-1.6503741,0.098866445,0.352133862
OPTN,4170.166493,0.134769674,0.04152907,3.245188844,0.001173728,0.015961685
OR10A2,1553.952834,-0.036271282,0.045568593,-0.795971072,0.426048849,0.844688787
OR10A3,0.135210181,-0.281657961,0.744195889,-0.378472879,0.705079337,0.999991981
OR10A4,231.7500261,0.20704078,0.058917449,3.514082584,0.000441276,0.007672238
OR10A5,683.0065956,0.087010943,0.048066432,1.810222638,0.070261268,0.281616175
OR10A6,7.633500794,-0.374474157,0.094642075,-3.956740761,7.60E-05,0.002021445
OR10A7,158.1137293,0.35645242,0.083197713,4.284401653,1.83E-05,0.000700937
OR10AA1P,1242.495469,0.037520082,0.038941728,0.963492974,0.335300188,0.7443433
OR10AB1P,117.4429076,-0.27462898,0.076883522,-3.572013519,0.000354247,0.006493535
OR10AC1,0.111983777,0.085508432,0.470429948,0.181766556,0.855765932,0.999991981
OR10AD1,59.37730696,-0.40090845,0.173271594,-2.313757505,NA,NA
OR10AE1P,0.849738563,0.033603218,0.222043788,0.151335999,0.879710674,0.999991981
OR10AE3P,5.134432658,-0.038977749,0.086799477,-0.449055109,0.653391903,0.999991981
OR10AF1P,0.169463657,0.021445673,0.395207607,0.054264323,0.956724574,0.999991981
OR10AG1,2896.757499,-0.150128268,0.060218006,-2.493079381,0.012664053,0.086601203
OR10AH1P,0.248817279,-0.004749316,0.265802208,-0.017867858,0.985744271,0.999991981
OR10AK1P,9.907705125,-0.136267026,0.090320152,-1.508711218,0.131372597,0.420646347
OR10B1P,0.148482857,-0.033065732,0.443321719,-0.074586313,0.940543865,0.999991981
